id,node_id,temperature,humidity,aqi,latitude,longitude,temporal_score,spatial_score,rate_score,anomaly_score,confidence,anomaly_flag,ml_flag,true_label,timestamp
1,14,13.6,48.9,113.0,13.030954407570956,80.16155727218381,0.0,0,0.0,0.0,0.0,0,0,0,2004-03-10 18:00:00
2,1,13.3,47.7,92.0,13.060830422334265,80.25389767746672,0.0,0,0.29999999999999893,0.05999999999999979,0.011560691414124925,0,0,0,2004-03-10 19:00:00
3,4,11.9,54.0,114.0,13.099870474833587,80.18621467712353,0.0,0,1.4000000000000004,0.2800000000000001,0.05394989326591652,0,0,0,2004-03-10 20:00:00
4,10,11.0,60.0,122.0,13.047897655363874,80.22439709479698,0.0,0,0.9000000000000004,0.18000000000000008,0.03468207424237491,0,0,0,2004-03-10 21:00:00
5,18,11.2,59.6,116.0,12.90567110348881,80.10540173273286,1.0,0,0.1999999999999993,0.5399999999999998,0.10404622272712465,0,0,0,2004-03-10 22:00:00
6,2,11.2,59.2,96.0,13.089091266928232,80.2507433929788,0.5199999999999996,0,0.0,0.2599999999999998,0.05009632946120814,0,0,0,2004-03-10 23:00:00
7,4,11.3,56.8,77.0,12.913764802557967,80.27083548705096,0.019999999999999574,0,0.10000000000000142,0.030000000000000072,0.005780345707062496,0,0,0,2004-03-11 00:00:00
8,11,10.7,60.0,76.0,13.037086849861824,80.17605358062592,0.38000000000000256,0,0.6000000000000014,0.31000000000000155,0.059730238972979285,0,0,0,2004-03-11 01:00:00
9,7,10.7,59.7,60.0,12.977154756541754,80.10158142284821,0.3200000000000003,0,0.0,0.16000000000000014,0.0308285104376666,0,0,0,2004-03-11 02:00:00
10,18,11.0,56.2,28.0,12.902055473242644,80.14980879472824,0.019999999999999574,0,0.3000000000000007,0.06999999999999992,0.013487473316479112,0,0,0,2004-03-11 05:00:00
11,10,10.5,58.1,48.0,12.937493804945543,80.15433665062658,0.33999999999999986,0,0.5,0.2699999999999999,0.05202311136356232,0,0,0,2004-03-11 06:00:00
12,14,10.2,59.6,82.0,12.940010355464274,80.25615037764108,0.41999999999999993,0,0.3000000000000007,0.27000000000000013,0.05202311136356237,0,0,0,2004-03-11 07:00:00
13,4,10.8,57.4,112.0,13.010796020560884,80.11080702969058,0.16000000000000192,0,0.6000000000000014,0.20000000000000123,0.03853563804708345,0,0,0,2004-03-11 08:00:00
14,18,10.5,60.6,101.0,13.083541887215642,80.26127001885702,0.09999999999999964,0,0.3000000000000007,0.10999999999999996,0.02119460092589576,0,0,0,2004-03-11 09:00:00
15,4,10.8,58.4,98.0,13.096384674438275,80.2458825034678,0.240000000000002,0,0.3000000000000007,0.18000000000000113,0.03468207424237511,0,0,0,2004-03-11 10:00:00
16,5,10.5,57.9,92.0,12.948415813142534,80.20220459563738,0.05999999999999872,0,0.3000000000000007,0.0899999999999995,0.017341037121187352,0,0,0,2004-03-11 11:00:00
17,2,9.5,66.8,95.0,13.097998741841142,80.17137907796095,0.9199999999999982,0,1.0,0.659999999999999,0.12716760555537443,0,0,0,2004-03-11 12:00:00
18,2,8.3,76.4,112.0,12.932852562283864,80.14727358065944,1.6199999999999992,0,1.1999999999999993,1.0499999999999994,0.20231209974718678,0,0,0,2004-03-11 13:00:00
19,9,8.0,81.1,128.0,12.938813981250592,80.24840842542599,1.42,0,0.3000000000000007,0.7700000000000001,0.1483622064812704,0,0,0,2004-03-11 14:00:00
20,10,8.3,79.8,126.0,12.98912506030088,80.16500053231323,0.6199999999999974,0,0.3000000000000007,0.3699999999999989,0.07129093038710374,0,0,0,2004-03-11 15:00:00
21,3,9.7,71.2,131.0,12.963572379999713,80.14013204033155,0.9399999999999995,0,1.3999999999999986,0.7499999999999996,0.14450864267656197,0,0,0,2004-03-11 16:00:00
22,18,9.8,67.6,135.0,12.904027575044378,80.21741321394063,0.9800000000000022,0,0.10000000000000142,0.5100000000000013,0.09826587702006247,0,0,0,2004-03-11 17:00:00
23,19,10.3,64.2,151.0,13.05732736413341,80.27978643531092,1.08,0,0.5,0.64,0.12331404175066629,0,0,0,2004-03-11 18:00:00
24,6,9.7,69.3,172.0,13.076037924405963,80.25688664077583,0.14000000000000057,0,0.6000000000000014,0.19000000000000056,0.03660885614472916,0,0,0,2004-03-11 19:00:00
25,19,9.6,67.8,165.0,12.955784011166882,80.29170716980573,0.22000000000000064,0,0.09999999999999964,0.13000000000000025,0.02504816473060414,0,0,0,2004-03-11 20:00:00
26,16,9.1,64.0,136.0,13.093804612314594,80.2590360468381,0.5999999999999996,0,0.5,0.3999999999999998,0.07707127609416639,0,0,0,2004-03-11 21:00:00
27,5,8.2,63.4,85.0,13.082719163555028,80.1635379324753,1.1800000000000015,0,0.9000000000000004,0.7700000000000008,0.14836220648127055,0,0,0,2004-03-11 22:00:00
28,17,8.2,60.8,53.0,13.09105823873366,80.18667707864473,0.7599999999999998,0,0.0,0.3799999999999999,0.07321771228945809,0,0,0,2004-03-11 23:00:00
29,11,8.3,58.5,97.0,12.992015040362189,80.19434832749202,0.37999999999999723,0,0.10000000000000142,0.2099999999999989,0.04046241994943717,0,0,0,2004-03-12 00:00:00
30,16,7.7,59.7,110.0,12.931298422722676,80.25943066307205,0.6000000000000005,0,0.6000000000000005,0.4200000000000004,0.08092483989887483,0,0,0,2004-03-12 01:00:00
31,5,7.1,61.8,91.0,13.01155654916618,80.2463691662743,0.8000000000000007,0,0.6000000000000005,0.5200000000000005,0.10019265892241645,0,0,0,2004-03-12 02:00:00
32,3,6.3,65.0,44.0,13.075029583583646,80.21314222323761,1.2200000000000006,0,0.7999999999999998,0.7700000000000002,0.14836220648127044,0,0,0,2004-03-12 05:00:00
33,1,6.8,62.9,71.0,12.916399060884853,80.12998594696877,0.4400000000000004,0,0.5,0.3200000000000002,0.06165702087533318,0,0,0,2004-03-12 06:00:00
34,9,6.4,65.1,104.0,12.913054630738962,80.13351932950826,0.4599999999999991,0,0.39999999999999947,0.30999999999999944,0.05973023897297888,0,0,0,2004-03-12 07:00:00
35,19,7.3,63.1,141.0,12.933835103115033,80.13301743939257,0.5200000000000005,0,0.8999999999999995,0.44000000000000017,0.08477840370358311,0,0,0,2004-03-12 08:00:00
36,3,13.2,41.7,122.0,12.936916430464235,80.28070553550542,5.199999999999999,0,5.8999999999999995,3.7799999999999994,0.7283235590898727,1,0,1,2004-03-12 10:00:00
