id,node_id,temperature,humidity,aqi,latitude,longitude,temporal_score,spatial_score,rate_score,anomaly_score,confidence,anomaly_flag,ml_flag,true_label,timestamp
1,1,29.894603959201913,67.51641657499488,111.61341706967767,13.09847086612494,80.13626194079086,0.0,0.0,0.0,0.0,0.0,0,0,0,2026-04-05 13:11:27
2,2,31.143641491571266,68.05996910001609,104.80796734387633,12.964337493462965,80.10581968663138,0.0,1.2490375323693534,0.0,0.37471125971080604,0.12490333689247904,0,0,0,2026-04-05 13:11:27
3,3,29.791777812299703,61.273534786669146,104.25583549425069,13.097773155447362,80.24707536019372,0.0,0.7273449130868865,0.0,0.21820347392606596,0.07273424886119245,0,0,0,2026-04-05 13:11:27
4,4,29.627009163452346,66.89519433590252,98.0912973713545,13.010478890491848,80.2790514407914,0.0,0.6496652575719478,0.0,0.19489957727158433,0.06496630920283077,0,0,0,2026-04-05 13:11:27
5,5,33.60592207057507,55.13366535141124,118.99116007285662,12.99138746895214,80.17918407130294,0.0,3.384170532499894,0.0,1.0152511597499683,0.33841592519690544,0,0,1,2026-04-05 13:11:27
6,6,33.644450448366705,61.30567678685646,89.60174461651276,13.084875960521579,80.10429633651248,0.0,2.0963946079172886,0.0,0.6289183823751866,0.20963876199585554,0,0,1,2026-04-05 13:11:27
7,7,35.68275114952537,65.52689101565318,105.25663990407537,12.999726014994131,80.11311341317446,0.0,2.88474647935436,0.0,0.8654239438063079,0.28847368635648146,0,0,1,2026-04-05 13:11:27
8,8,29.027977244572536,61.703879370553125,81.58327937959348,12.949935158758409,80.22116861576465,0.0,2.430880330627024,0.0,0.7292640991881072,0.24308722277195982,0,0,0,2026-04-05 13:11:27
9,9,30.220747812045936,60.99273588115415,108.40673386014657,12.9087482360671,80.19770624844752,0.0,1.8336128351759544,0.0,0.5500838505527863,0.18336067231535438,0,0,0,2026-04-05 13:11:27
10,10,31.768709198410367,63.48571115966934,92.00677390990938,12.909465164245056,80.15899079096127,0.0,1.6379203490137872,0.0,0.4913761047041362,0.16379148892974896,0,0,0,2026-04-05 13:11:27
11,11,28.01949726780555,75.27661979852184,201.84358384060457,13.076929213315346,80.29256332083462,0.0,2.9887390809701544,0.0,0.8966217242910463,0.2988729118539759,0,0,1,2026-04-05 13:11:27
12,12,41.36023384367079,71.02888414965707,165.17441419778015,12.92391915987617,80.21550295829283,0.0,11.021089091994511,0.0,3.3063267275983534,1.0,1,0,1,2026-04-05 13:11:27
13,13,30.093311318370688,68.92197901591254,99.35704725019313,12.950987788209884,80.25075303846799,0.0,4.2661862513388655,0.0,1.2798558754016596,0.42661720307654294,0,0,0,2026-04-05 13:11:27
14,14,29.70842268101366,72.3227452851129,81.08467990830479,13.094559133644639,80.2191680386147,0.0,0.6528206075608018,0.0,0.19584618226824055,0.06528184314993635,0,0,0,2026-04-05 13:11:27
15,15,31.865664521884053,79.07192176706165,83.73861624855833,12.999450391709688,80.22431258349924,0.0,2.1167660098386327,0.0,0.6350298029515898,0.21167589539754528,0,0,0,2026-04-05 13:11:27
16,16,28.59714207840784,67.17178273588222,99.28273522074971,12.914657929426525,80.13858914449412,0.0,2.4472240889346843,0.0,0.7341672266804052,0.24472159315482456,0,0,0,2026-04-05 13:11:27
17,17,31.760612661085208,79.67215018113234,97.7025707705865,12.983278183240614,80.20320424018985,0.0,1.5609988956004592,0.0,0.4682996686801377,0.15609936922881515,0,0,0,2026-04-05 13:11:27
18,18,30.138555877708196,62.058725315990856,107.73586370133916,13.071278349446022,80.14335565320766,0.0,3.098013920327323,0.0,0.9294041760981969,0.3098003593648678,0,0,0,2026-04-05 13:11:27
19,19,30.158409821723787,64.91491615162583,115.82501937939298,13.017473117184707,80.22619453157766,0.0,1.2802860659310429,0.0,0.38408581977931283,0.12802817983250483,0,0,0,2026-04-05 13:11:27
20,20,28.663298045602083,79.72542460412949,87.35349656889856,12.974492425927098,80.25557281067697,0.0,1.6656863160070092,0.0,0.49970589480210276,0.16656807637377968,0,0,0,2026-04-05 13:11:27
21,1,28.234396084196813,70.64052705273929,106.84903711619553,13.09847086612494,80.13626194079086,0.0,2.9294135848327065,1.6602078750050993,0.9179242919675612,0.3059737440767068,0,0,0,2026-04-05 13:11:32
22,2,31.23520038809688,79.53117091340918,95.55481534317968,12.964337493462965,80.10581968663138,0.0,2.5397059604770065,0.09155889652561555,0.5262529714005244,0.17541707240993343,0,0,0,2026-04-05 13:11:32
23,3,29.41342955073588,63.21110995449852,113.02805889002761,13.097773155447362,80.24707536019372,0.0,0.8113018947320043,0.37834826156382206,0.2379300312591653,0.07930974605390158,0,0,0,2026-04-05 13:11:32
24,4,31.63235675569663,66.99737314550077,96.64631660983635,13.010478890491848,80.2790514407914,0.0,1.5587711367516046,2.0053475922442843,0.7128237457991777,0.23760712324264843,0,0,0,2026-04-05 13:11:33
25,5,33.04295486236917,62.21188292197079,92.56413795685201,12.99138746895214,80.17918407130294,0.0,1.781392527471489,0.5629672082058974,0.4688719471354773,0.1562901280780655,0,0,1,2026-04-05 13:11:33
26,6,34.61623135817097,51.60419085042595,119.70337664104966,13.084875960521579,80.10429633651248,0.0,3.9753435152637784,0.9717809098042665,0.9894248850136089,0.3298071956472175,0,0,1,2026-04-05 13:11:33
27,7,33.67472627286455,53.03532880650662,95.37095559164874,12.999726014994131,80.11311341317446,0.0,2.202489230139797,2.0080248766608264,0.8421028213601247,0.28070000478669227,0,0,1,2026-04-05 13:11:33
28,8,31.057604692135136,77.48544608108054,96.39573089346396,12.949935158758409,80.22116861576465,0.0,3.9899768314167248,2.0296274475626,1.203920855795865,0.4013056142465741,0,0,0,2026-04-05 13:11:33
29,9,30.148175288569877,60.51051352125819,82.25638062308407,12.9087482360671,80.19770624844752,0.0,4.580673956168887,0.07257252347605814,0.9306492959289892,0.3102153979250033,0,0,0,2026-04-05 13:11:33
30,10,30.3608587703601,64.71221735630232,170.00687461439378,12.909465164245056,80.15899079096127,0.0,4.325258415684392,1.407850428050267,1.1466217687469318,0.3822059822290365,0,0,1,2026-04-05 13:11:33
31,11,31.0456315728509,71.63037438734968,98.41481123362111,13.076929213315346,80.29256332083462,0.0,1.185378698932664,3.0261343050453497,0.8423026007956028,0.2807665977098752,0,0,0,2026-04-05 13:11:33
32,12,46.194820901987214,68.90228020665482,80.6039764320344,12.92391915987617,80.21550295829283,0.0,15.761790468961982,4.834587058316423,4.119275505455681,1.0,1,0,1,2026-04-05 13:11:33
33,13,29.584968768463067,69.53118171816425,89.39579658101277,12.950987788209884,80.25075303846799,0.0,6.3347195933524,0.5083425499076206,1.3686124286520043,0.45620262220859403,0,0,0,2026-04-05 13:11:33
34,14,31.360284119852174,68.3318872673872,89.72740152940145,13.094559133644639,80.2191680386147,0.0,1.1544604714153184,1.651861438838516,0.5612643820507669,0.18708750372524321,0,0,0,2026-04-05 13:11:33
35,15,30.598644278064523,70.360849767872,118.86450177744697,12.999450391709688,80.22431258349924,0.0,1.179183023941287,1.2670202438195304,0.4892406535521635,0.163079674251807,0,0,0,2026-04-05 13:11:33
36,16,30.919323429421873,70.79970956346796,113.27564596622975,12.914657929426525,80.13858914449412,0.0,0.5484965861962591,2.3221813510140343,0.5741355874420587,0.19137789122104884,0,0,0,2026-04-05 13:11:33
37,17,28.2199944256666,63.27301549703621,87.15255848388018,12.983278183240614,80.20320424018985,0.0,3.346406851856345,3.5406182354186093,1.3774050174549908,0.4591334753734123,0,0,0,2026-04-05 13:11:33
38,18,31.054351962198545,72.31941339329158,106.4450173327296,13.071278349446022,80.14335565320766,0.0,3.000736528213386,0.9157960844903492,0.7833065225407472,0.2611013038425696,0,0,0,2026-04-05 13:11:33
39,19,30.49041524927742,72.55026582539008,101.37467854165972,13.017473117184707,80.22619453157766,0.0,1.40192235202442,0.33200542755363216,0.34678555591561044,0.11559479998920351,0,0,0,2026-04-05 13:11:33
40,20,30.37968682556226,72.75580394087228,99.84500546886633,12.974492425927098,80.25557281067697,0.0,0.5638644587247773,1.7163887799601767,0.45605064773699083,0.15201637585774408,0,0,0,2026-04-05 13:11:33
41,1,28.574374956230926,60.375188528014064,94.46928456230346,13.09847086612494,80.13626194079086,0.0,3.769247523842971,0.3399788720341128,0.8218452791754168,0.27394751323342814,0,0,0,2026-04-05 13:11:38
42,2,28.816797495364206,63.42728107546989,118.4868376798698,12.964337493462965,80.10581968663138,0.0,2.8348386621846338,2.4184028927326757,1.050648310983462,0.350214936278033,0,0,0,2026-04-05 13:11:38
43,3,30.842395631157256,76.67798769883333,84.54996308960108,13.097773155447362,80.24707536019372,0.0,0.35770160408946694,1.4289660804213753,0.35733353690216846,0.11911078193144971,0,0,0,2026-04-05 13:11:39
44,4,31.297194841112034,74.48258311516372,115.0524411381511,13.010478890491848,80.2790514407914,0.0,0.8076127234773006,0.3351619145845959,0.2285549276123793,0.07618472192172003,0,0,0,2026-04-05 13:11:39
45,5,33.048716461410415,50.975205392253116,84.0068551577185,12.99138746895214,80.17918407130294,0.0,3.279031810407568,0.00576159904124296,0.6569586818897623,0.21898549734492959,0,0,1,2026-04-05 13:11:39
46,6,32.045834535286176,55.44727228562475,117.56493749774171,13.084875960521579,80.10429633651248,0.0,2.0306112965737504,2.5703968228847955,0.9202016238917092,0.3067328521877291,0,0,1,2026-04-05 13:11:39
47,7,43.05670684567912,50.76598358312699,169.71411753707952,12.999726014994131,80.11311341317446,0.0,12.0834182060214,9.381980572814577,4.293079755767195,1.0,1,0,1,2026-04-05 13:11:39
48,8,30.570740942417146,79.91132572342534,106.74030006640743,12.949935158758409,80.22116861576465,0.0,6.320199550091565,0.4868637497179904,1.3614126599619112,0.4538027073116127,0,0,0,2026-04-05 13:11:39
49,9,28.82969687268437,74.05689356835971,112.7359413736435,12.9087482360671,80.19770624844752,0.0,6.879109998903783,1.318478415885508,1.6395176829578584,0.546504072639044,0,0,0,2026-04-05 13:11:39
50,10,31.02694744108872,63.27614677664754,118.23726130269495,12.909465164245056,80.15899079096127,0.0,5.824249346989897,0.6660886707286195,1.2980676035437033,0.4326877588887048,0,0,0,2026-04-05 13:11:39
51,11,31.266997940988038,78.18240776269488,101.80205670918994,13.076929213315346,80.29256332083462,0.0,0.18269512960630507,0.2213663681371365,0.08081229954868832,0.026937343391751467,0,0,0,2026-04-05 13:11:39
52,12,31.069791260278148,64.67237357754125,95.78406082322978,12.92391915987617,80.21550295829283,0.0,1.4079890657566203,15.125029641709066,3.3066037414931375,1.0,1,0,0,2026-04-05 13:11:39
53,13,38.405482449703364,55.0684169354375,127.83157161615026,12.950987788209884,80.25075303846799,0.0,7.732076106950846,8.820513681240296,3.310517957638228,1.0,1,0,1,2026-04-05 13:11:39
